1,4.600
2,6.560
3,7.010
4,8.130
1,9.940
2,11.160
3,12.020
1,14.800
2,15.960
3,17.080
4,18.120
1,19.960
2,21.280
3,22.050
4,23.180
1,25.160
2,26.720
3,27.150
4,28.210
1,30.120
2,31.240
2,31.320
3,32.150
4,34.010
1,35.880
2,36.760
2,36.760
3,38.030
4,39.240
1,41.200
3,43.150
2,43.600
4,45.000
1,46.640
3,48.160
2,48.240
2,48.320
4,49.220
1,51.400
2,52.680
3,53.140
4,55.090
1,57.360
2,58.720
3,60.100
4,61.070
1,62.720
3,64.120
4,65.190
2,68.080
3,68.190
4,69.240
2,73.200
3,74.050
4,75.120
1,77.720
2,79.040
3,79.180
4,81.050
1,82.460
2,84.160
3,85.020
4,86.130
1,88.120
2,89.560
3,90.240
4,92.010
1,93.440
2,94.800
3,96.000
4,97.020
1,98.400
2,99.720
3,101.070
4,102.170
1,103.720
2,105.320
3,106.170
4,108.050
1,109.720
2,111.320
3,112.030
4,114.020
1,115.880
2,117.400
3,118.110
4,120.040
3,121.200
2,124.240
3,125.000
1,128.160
3,129.200
2,129.940
3,130.210
1,133.680
2,134.780
3,136.030
1,138.360
2,139.900
3,141.060
3,142.160
4,142.200
1,143.960
2,145.720
3,146.120
4,148.060
1,149.520
2,150.800
3,152.210
4,153.080
1,154.640
2,156.240
3,157.040
4,158.130
2,161.200
3,162.090
4,163.240
1,165.320
2,166.720
3,167.190
4,168.210
1,170.080
2,171.680
3,172.150
4,174.000
1,175.240
2,176.560
3,177.200
4,178.220
1,180.000
2,181.040
3,182.080
4,183.060
1,184.560
2,185.720
3,187.080
4,188.070
1,189.280
2,190.960
3,192.040
4,193.070
1,194.240
2,195.640
3,196.190
4,197.230
1,199.120
2,200.800
3,201.170
4,203.030
1,204.360
2,205.680
3,207.010
4,208.190
1,209.600
2,210.600
3,212.010
4,212.190
1,214.160
2,215.760
3,217.080
4,218.000
1,219.320
2,220.720
3,221.120
4,223.030
1,224.080
2,225.880
3,226.220
3,227.090
4,228.120
1,229.800
2,231.660
3,233.100
4,235.080
1,236.560
2,238.040
3,239.190
4,241.100
1,242.100
2,244.120
3,245.230
4,247.070
1,248.640
2,250.600
3,252.050
4,253.060
1,254.440
2,255.920
3,257.070
4,258.100
1,259.760
2,261.360
3,263.050
4,264.050
1,265.480
2,267.120
3,268.010
4,269.060
1,270.680
2,272.320
3,274.000
4,275.000
1,276.600
3,279.170
4,280.140
2,280.920
1,282.240
2,284.000
3,285.100
4,287.030
1,288.120
2,289.800
3,291.190
4,293.070
1,294.880
2,297.000
3,298.070
4,299.100
1,301.140
2,303.560
3,307.190
4,308.140
1,310.400
2,311.640
3,313.030
4,314.060
1,315.560
2,317.040
3,317.220
4,318.200
1,320.400
2,321.880
3,323.020
4,323.180
1,325.400
2,327.120
3,327.140
4,329.050
1,330.520
2,332.120
3,333.010
4,334.010
1,335.400
2,336.880
3,338.000
1,340.600
2,341.760
3,343.000
4,344.160
1,345.400
2,347.000
3,348.120
4,349.110
1,351.600
2,355.240
3,356.020
4,358.220
1,360.260
2,362.180
3,363.160
4,364.190
2,368.180
3,370.040
2,373.460
3,382.080
4,383.190
1,384.900
2,386.300
3,387.220
4,389.060
1,390.700
2,392.100
3,393.090
4,394.210
1,396.220
2,397.900
3,398.230
4,399.240
1,401.460
2,403.100
3,404.070
4,405.090
1,406.420
2,407.900
3,409.020
4,410.080
1,412.980
2,414.940
3,416.160
4,417.200
1,418.860
2,420.740
3,421.200
4,423.130
1,424.660
1,424.660
2,426.220
3,428.030
4,429.030
1,430.340
1,430.380
2,432.540
3,434.010
4,435.120
1,436.740
1,436.940
2,439.500
3,440.130
4,442.070
1,443.660
1,444.140
2,446.460
3,447.170
4,449.210
1,450.980
1,450.980
2,453.140
3,454.110
3,455.070
1,457.220
1,457.220
2,458.820
3,460.120
4,461.140
1,463.420
1,463.660
2,465.180
3,466.190
4,468.180
1,469.860
1,470.780
2,471.260
1,476.140
1,476.340
3,478.120
1,482.700
2,484.060
3,485.110
4,486.180
3,487.160
3,491.050
4,492.110
2,495.460
3,496.190
4,497.220
1,499.580
2,500.980
3,502.080
4,504.040
1,505.860
2,507.260
3,509.130
4,510.130
1,512.220
2,513.980
3,515.110
3,520.150
2,520.420
1,522.980
1,524.020
2,524.280
3,525.100
4,526.120
2,528.220
1,528.340
3,530.190
4,532.070
1,533.380
2,534.780
3,536.060
4,537.200
1,538.900
2,540.580
3,541.140
4,542.180
1,543.940
2,545.460
3,546.090
4,548.000
1,549.460
2,551.260
3,552.070
4,554.010
4,555.240
1,557.700
1,557.860
2,559.660
3,561.010
4,562.110
1,563.980
1,564.180
2,566.700
3,568.050
4,569.200
1,569.580
1,571.740
1,573.060
